Pixel_Index,Ru,Rh,Pd,Ir,Pt
167,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
168,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
169,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
170,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
171,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
172,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
173,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
174,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
175,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
176,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
177,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
178,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
179,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
180,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
181,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
182,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
183,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
184,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
185,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
186,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
187,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
188,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
189,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
190,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
191,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
192,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
193,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
194,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
195,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
196,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
197,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
198,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
199,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
200,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
201,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
202,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
203,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
