Pixel_Index,Ru,Rh,Pd,Ir,Pt
965,0.193359375,0.19921875,0.203125,0.1953125,0.208984375
966,0.1953125,0.19921875,0.203125,0.1953125,0.20703125
967,0.1953125,0.19921875,0.203125,0.1953125,0.20703125
968,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
969,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
970,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
971,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
972,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
973,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
974,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
975,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
976,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
977,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
978,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
979,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
980,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
981,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
982,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
983,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
984,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
985,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
986,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
987,0.1953125,0.19921875,0.203125,0.1953125,0.20703125
988,0.1953125,0.197265625,0.203125,0.197265625,0.20703125
989,0.19140625,0.193359375,0.205078125,0.19921875,0.2109375
990,0.1875,0.181640625,0.2109375,0.203125,0.216796875
991,0.1796875,0.15625,0.224609375,0.2109375,0.228515625
992,0.146484375,0.125,0.25,0.22265625,0.255859375
993,0.078125,0.103515625,0.294921875,0.220703125,0.302734375
994,0.021484375,0.095703125,0.34765625,0.17578125,0.359375
995,0.01171875,0.11328125,0.3515625,0.08984375,0.43359375
996,0.013671875,0.1640625,0.322265625,0.037109375,0.462890625
997,0.01953125,0.212890625,0.302734375,0.03125,0.43359375
998,0.076171875,0.228515625,0.28125,0.0703125,0.34375
999,0.126953125,0.21484375,0.259765625,0.126953125,0.271484375
1000,0.16015625,0.205078125,0.23046875,0.16796875,0.236328125
1001,0.173828125,0.1953125,0.216796875,0.189453125,0.224609375
1002,0.177734375,0.189453125,0.21484375,0.197265625,0.220703125
1003,0.181640625,0.185546875,0.21484375,0.201171875,0.216796875
1004,0.185546875,0.1875,0.21875,0.205078125,0.203125
1005,0.193359375,0.193359375,0.22265625,0.212890625,0.177734375
1006,0.1953125,0.19921875,0.216796875,0.212890625,0.17578125
1007,0.189453125,0.1953125,0.208984375,0.203125,0.203125
1008,0.18359375,0.193359375,0.208984375,0.1953125,0.21875
1009,0.18359375,0.189453125,0.21484375,0.19140625,0.220703125
1010,0.18359375,0.181640625,0.21875,0.189453125,0.2265625
1011,0.185546875,0.16015625,0.228515625,0.1875,0.23828125
1012,0.1875,0.130859375,0.244140625,0.1875,0.25
1013,0.1796875,0.109375,0.263671875,0.1796875,0.267578125
1014,0.17578125,0.1015625,0.275390625,0.16015625,0.287109375
1015,0.201171875,0.12890625,0.25390625,0.146484375,0.26953125
1016,0.24609375,0.1875,0.1953125,0.130859375,0.240234375
1017,0.25390625,0.220703125,0.173828125,0.12890625,0.22265625
1018,0.216796875,0.212890625,0.201171875,0.138671875,0.23046875
1019,0.19140625,0.203125,0.21875,0.15625,0.23046875
1020,0.185546875,0.201171875,0.21484375,0.17578125,0.22265625
1021,0.18359375,0.201171875,0.2109375,0.1875,0.216796875
1022,0.18359375,0.201171875,0.208984375,0.19140625,0.21484375
1023,0.18359375,0.201171875,0.208984375,0.19140625,0.21484375
1024,0.185546875,0.203125,0.20703125,0.193359375,0.2109375
1025,0.189453125,0.201171875,0.205078125,0.193359375,0.2109375
1026,0.19140625,0.201171875,0.205078125,0.193359375,0.208984375
1027,0.193359375,0.201171875,0.203125,0.193359375,0.208984375
1028,0.1953125,0.19921875,0.203125,0.1953125,0.20703125
1029,0.1953125,0.19921875,0.203125,0.1953125,0.20703125
1030,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1031,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1032,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1033,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1034,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1035,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1036,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1037,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1038,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1039,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1040,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1041,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1042,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1043,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1044,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1045,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1046,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1047,0.1953125,0.19921875,0.203125,0.1953125,0.20703125
1048,0.1953125,0.19921875,0.203125,0.1953125,0.20703125
1049,0.193359375,0.197265625,0.203125,0.197265625,0.208984375
1050,0.19140625,0.193359375,0.205078125,0.197265625,0.212890625
1051,0.1875,0.185546875,0.2109375,0.201171875,0.21484375
1052,0.1796875,0.166015625,0.220703125,0.208984375,0.224609375
1053,0.15625,0.13671875,0.240234375,0.220703125,0.24609375
1054,0.099609375,0.1171875,0.2734375,0.228515625,0.28125
1055,0.048828125,0.111328125,0.30078125,0.216796875,0.322265625
1056,0.021484375,0.138671875,0.279296875,0.1953125,0.365234375
1057,0.021484375,0.205078125,0.228515625,0.171875,0.373046875
1058,0.052734375,0.240234375,0.208984375,0.154296875,0.34375
1059,0.0859375,0.2265625,0.228515625,0.158203125,0.30078125
1060,0.115234375,0.208984375,0.244140625,0.169921875,0.26171875
1061,0.142578125,0.203125,0.232421875,0.185546875,0.236328125
1062,0.15625,0.19921875,0.22265625,0.1953125,0.2265625
1063,0.1640625,0.197265625,0.21875,0.19921875,0.220703125
1064,0.171875,0.1953125,0.21484375,0.197265625,0.220703125
1065,0.17578125,0.193359375,0.212890625,0.19921875,0.21875
1066,0.181640625,0.1953125,0.212890625,0.19921875,0.2109375
1067,0.18359375,0.1953125,0.212890625,0.19921875,0.208984375
1068,0.181640625,0.193359375,0.2109375,0.197265625,0.216796875
1069,0.1796875,0.193359375,0.21484375,0.193359375,0.21875
1070,0.177734375,0.193359375,0.220703125,0.18359375,0.224609375
1071,0.17578125,0.189453125,0.23046875,0.169921875,0.234375
1072,0.17578125,0.17578125,0.2421875,0.158203125,0.248046875
1073,0.181640625,0.15625,0.251953125,0.15234375,0.2578125
1074,0.1875,0.134765625,0.259765625,0.15234375,0.265625
1075,0.197265625,0.126953125,0.25390625,0.16015625,0.26171875
1076,0.228515625,0.1484375,0.216796875,0.181640625,0.224609375
1077,0.26171875,0.185546875,0.1640625,0.201171875,0.1875
1078,0.251953125,0.2109375,0.15625,0.203125,0.177734375
1079,0.21484375,0.205078125,0.185546875,0.1875,0.20703125
1080,0.1875,0.1953125,0.212890625,0.181640625,0.22265625
1081,0.1796875,0.197265625,0.21484375,0.185546875,0.22265625
1082,0.17578125,0.201171875,0.21484375,0.189453125,0.21875
1083,0.171875,0.203125,0.216796875,0.1875,0.220703125
1084,0.171875,0.205078125,0.216796875,0.185546875,0.220703125
1085,0.17578125,0.205078125,0.21484375,0.18359375,0.220703125
1086,0.181640625,0.205078125,0.2109375,0.1875,0.21484375
1087,0.1875,0.203125,0.20703125,0.189453125,0.212890625
1088,0.19140625,0.201171875,0.205078125,0.19140625,0.2109375
1089,0.193359375,0.201171875,0.203125,0.193359375,0.208984375
1090,0.1953125,0.19921875,0.203125,0.1953125,0.20703125
1091,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1092,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1093,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1094,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1095,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1096,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1097,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1098,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1099,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1100,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1101,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1102,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1103,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1104,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1105,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1106,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1107,0.1953125,0.19921875,0.203125,0.1953125,0.20703125
1108,0.1953125,0.19921875,0.203125,0.1953125,0.20703125
1109,0.193359375,0.19921875,0.203125,0.1953125,0.208984375
1110,0.19140625,0.197265625,0.205078125,0.197265625,0.208984375
1111,0.189453125,0.1953125,0.20703125,0.197265625,0.2109375
1112,0.185546875,0.189453125,0.208984375,0.19921875,0.216796875
1113,0.1796875,0.177734375,0.216796875,0.205078125,0.220703125
1114,0.16796875,0.158203125,0.228515625,0.212890625,0.232421875
1115,0.134765625,0.140625,0.248046875,0.22265625,0.25390625
1116,0.095703125,0.134765625,0.263671875,0.23046875,0.275390625
1117,0.080078125,0.1640625,0.2421875,0.25390625,0.259765625
1118,0.087890625,0.212890625,0.197265625,0.275390625,0.2265625
1119,0.099609375,0.236328125,0.1875,0.259765625,0.216796875
1120,0.107421875,0.21875,0.21875,0.22265625,0.232421875
1121,0.10546875,0.197265625,0.244140625,0.201171875,0.251953125
1122,0.109375,0.197265625,0.244140625,0.19921875,0.25
1123,0.11328125,0.201171875,0.240234375,0.19921875,0.24609375
1124,0.125,0.203125,0.236328125,0.1953125,0.240234375
1125,0.14453125,0.203125,0.228515625,0.19140625,0.232421875
1126,0.162109375,0.201171875,0.220703125,0.19140625,0.224609375
1127,0.173828125,0.197265625,0.21484375,0.193359375,0.220703125
1128,0.17578125,0.1953125,0.212890625,0.1953125,0.220703125
1129,0.173828125,0.19140625,0.216796875,0.1953125,0.22265625
1130,0.166015625,0.19140625,0.2265625,0.185546875,0.23046875
1131,0.15234375,0.19140625,0.2421875,0.166015625,0.248046875
1132,0.138671875,0.19921875,0.263671875,0.130859375,0.267578125
1133,0.140625,0.201171875,0.279296875,0.09375,0.28515625
1134,0.158203125,0.19140625,0.279296875,0.08203125,0.2890625
1135,0.177734375,0.17578125,0.267578125,0.103515625,0.275390625
1136,0.193359375,0.1640625,0.25,0.13671875,0.255859375
1137,0.208984375,0.169921875,0.216796875,0.171875,0.232421875
1138,0.22265625,0.1875,0.19140625,0.19921875,0.19921875
1139,0.216796875,0.197265625,0.185546875,0.205078125,0.1953125
1140,0.1953125,0.19140625,0.19921875,0.197265625,0.216796875
1141,0.1796875,0.1875,0.216796875,0.19140625,0.224609375
1142,0.166015625,0.19140625,0.22265625,0.19140625,0.228515625
1143,0.150390625,0.197265625,0.23046875,0.185546875,0.236328125
1144,0.138671875,0.205078125,0.23828125,0.173828125,0.244140625
1145,0.140625,0.212890625,0.240234375,0.162109375,0.244140625
1146,0.154296875,0.21484375,0.234375,0.158203125,0.23828125
1147,0.171875,0.2109375,0.22265625,0.166015625,0.228515625
1148,0.181640625,0.20703125,0.21484375,0.177734375,0.21875
1149,0.1875,0.203125,0.208984375,0.1875,0.212890625
1150,0.19140625,0.201171875,0.205078125,0.19140625,0.2109375
1151,0.193359375,0.201171875,0.203125,0.193359375,0.208984375
1152,0.1953125,0.19921875,0.203125,0.1953125,0.20703125
1153,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1154,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1155,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1156,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1157,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1158,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1159,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1160,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1161,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1162,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1163,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1164,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1165,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1166,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1167,0.1953125,0.19921875,0.203125,0.1953125,0.20703125
1168,0.1953125,0.19921875,0.203125,0.1953125,0.20703125
1169,0.193359375,0.19921875,0.203125,0.1953125,0.208984375
1170,0.19140625,0.19921875,0.205078125,0.1953125,0.208984375
1171,0.1875,0.19921875,0.20703125,0.1953125,0.2109375
1172,0.185546875,0.197265625,0.208984375,0.1953125,0.212890625
1173,0.181640625,0.1953125,0.2109375,0.1953125,0.216796875
1174,0.177734375,0.1875,0.21484375,0.19921875,0.220703125
1175,0.171875,0.177734375,0.220703125,0.203125,0.2265625
1176,0.158203125,0.16796875,0.228515625,0.2109375,0.234375
1177,0.142578125,0.162109375,0.23828125,0.21875,0.23828125
1178,0.138671875,0.177734375,0.234375,0.240234375,0.208984375
1179,0.142578125,0.203125,0.22265625,0.26171875,0.169921875
1180,0.13671875,0.208984375,0.22265625,0.259765625,0.171875
1181,0.1171875,0.193359375,0.240234375,0.23828125,0.2109375
1182,0.08984375,0.177734375,0.2578125,0.216796875,0.2578125
1183,0.0703125,0.1796875,0.267578125,0.208984375,0.2734375
1184,0.060546875,0.19140625,0.275390625,0.193359375,0.279296875
1185,0.06640625,0.203125,0.2734375,0.177734375,0.279296875
1186,0.091796875,0.2109375,0.26171875,0.16796875,0.267578125
1187,0.12890625,0.208984375,0.2421875,0.171875,0.248046875
1188,0.15625,0.201171875,0.228515625,0.181640625,0.232421875
1189,0.1640625,0.19140625,0.224609375,0.189453125,0.23046875
1190,0.158203125,0.181640625,0.232421875,0.19140625,0.236328125
1191,0.1328125,0.177734375,0.25,0.18359375,0.255859375
1192,0.09765625,0.18359375,0.28515625,0.142578125,0.291015625
1193,0.076171875,0.201171875,0.32421875,0.0703125,0.328125
1194,0.076171875,0.216796875,0.337890625,0.025390625,0.34375
1195,0.1015625,0.220703125,0.326171875,0.017578125,0.333984375
1196,0.14453125,0.212890625,0.29296875,0.048828125,0.30078125
1197,0.1796875,0.197265625,0.2578125,0.1015625,0.263671875
1198,0.19140625,0.189453125,0.2265625,0.154296875,0.23828125
1199,0.193359375,0.1875,0.212890625,0.18359375,0.22265625
1200,0.19140625,0.185546875,0.208984375,0.1953125,0.21875
1201,0.18359375,0.181640625,0.21484375,0.197265625,0.22265625
1202,0.169921875,0.177734375,0.224609375,0.19921875,0.228515625
1203,0.138671875,0.17578125,0.2421875,0.197265625,0.24609375
1204,0.099609375,0.18359375,0.265625,0.177734375,0.2734375
1205,0.076171875,0.201171875,0.2890625,0.138671875,0.294921875
1206,0.078125,0.22265625,0.294921875,0.1015625,0.302734375
1207,0.10546875,0.234375,0.279296875,0.095703125,0.28515625
1208,0.146484375,0.2265625,0.25,0.123046875,0.25390625
1209,0.173828125,0.21484375,0.2265625,0.154296875,0.23046875
1210,0.18359375,0.20703125,0.212890625,0.177734375,0.21875
1211,0.189453125,0.203125,0.20703125,0.189453125,0.2109375
1212,0.193359375,0.201171875,0.203125,0.193359375,0.208984375
1213,0.1953125,0.19921875,0.203125,0.1953125,0.20703125
1214,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1215,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1216,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1217,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1218,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1219,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1220,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1221,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1222,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1223,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1224,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1225,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1226,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1227,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1228,0.1953125,0.19921875,0.203125,0.1953125,0.20703125
1229,0.193359375,0.19921875,0.203125,0.1953125,0.208984375
1230,0.19140625,0.19921875,0.205078125,0.1953125,0.208984375
1231,0.185546875,0.19921875,0.20703125,0.1953125,0.212890625
1232,0.181640625,0.19921875,0.2109375,0.193359375,0.21484375
1233,0.17578125,0.19921875,0.21484375,0.189453125,0.220703125
1234,0.171875,0.19921875,0.21875,0.185546875,0.224609375
1235,0.16796875,0.197265625,0.22265625,0.185546875,0.2265625
1236,0.166015625,0.193359375,0.22265625,0.19140625,0.2265625
1237,0.1640625,0.1875,0.22265625,0.19921875,0.2265625
1238,0.1640625,0.181640625,0.22265625,0.205078125,0.2265625
1239,0.1640625,0.18359375,0.228515625,0.212890625,0.2109375
1240,0.166015625,0.185546875,0.234375,0.2265625,0.1875
1241,0.154296875,0.1796875,0.244140625,0.234375,0.1875
1242,0.1171875,0.162109375,0.255859375,0.23046875,0.234375
1243,0.072265625,0.1484375,0.27734375,0.22265625,0.279296875
1244,0.03515625,0.150390625,0.3046875,0.201171875,0.30859375
1245,0.013671875,0.166015625,0.330078125,0.154296875,0.3359375
1246,0.015625,0.1953125,0.33984375,0.10546875,0.34375
1247,0.04296875,0.216796875,0.3203125,0.09375,0.326171875
1248,0.08984375,0.216796875,0.283203125,0.12109375,0.2890625
1249,0.12890625,0.201171875,0.25390625,0.15625,0.259765625
1250,0.146484375,0.181640625,0.244140625,0.1796875,0.248046875
1251,0.130859375,0.1640625,0.25390625,0.19140625,0.259765625
1252,0.091796875,0.15234375,0.28515625,0.181640625,0.2890625
1253,0.046875,0.15625,0.3359375,0.119140625,0.341796875
1254,0.017578125,0.177734375,0.3828125,0.033203125,0.388671875
1255,0.013671875,0.19921875,0.390625,0.0,0.396484375
1256,0.044921875,0.224609375,0.36328125,0.0,0.3671875
1257,0.103515625,0.234375,0.3203125,0.013671875,0.328125
1258,0.1640625,0.220703125,0.267578125,0.076171875,0.271484375
1259,0.18359375,0.203125,0.23046875,0.146484375,0.236328125
1260,0.1875,0.193359375,0.216796875,0.1796875,0.22265625
1261,0.185546875,0.185546875,0.212890625,0.1953125,0.220703125
1262,0.1796875,0.173828125,0.21875,0.201171875,0.2265625
1263,0.154296875,0.16015625,0.236328125,0.20703125,0.2421875
1264,0.1015625,0.15234375,0.26953125,0.19921875,0.27734375
1265,0.05078125,0.15625,0.31640625,0.154296875,0.322265625
1266,0.0234375,0.1796875,0.359375,0.07421875,0.36328125
1267,0.0234375,0.2109375,0.365234375,0.02734375,0.373046875
1268,0.0546875,0.23828125,0.337890625,0.025390625,0.34375
1269,0.109375,0.244140625,0.2890625,0.060546875,0.296875
1270,0.162109375,0.224609375,0.244140625,0.119140625,0.25
1271,0.181640625,0.2109375,0.21875,0.1640625,0.224609375
1272,0.1875,0.203125,0.208984375,0.185546875,0.21484375
1273,0.193359375,0.201171875,0.205078125,0.19140625,0.208984375
1274,0.1953125,0.201171875,0.203125,0.193359375,0.20703125
1275,0.1953125,0.19921875,0.203125,0.1953125,0.20703125
1276,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1277,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1278,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1279,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1280,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1281,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1282,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1283,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1284,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1285,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1286,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1287,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1288,0.1953125,0.19921875,0.203125,0.1953125,0.20703125
1289,0.193359375,0.19921875,0.203125,0.1953125,0.208984375
1290,0.19140625,0.197265625,0.205078125,0.1953125,0.2109375
1291,0.1875,0.197265625,0.208984375,0.1953125,0.2109375
1292,0.1796875,0.1953125,0.212890625,0.193359375,0.21875
1293,0.169921875,0.1953125,0.22265625,0.185546875,0.2265625
1294,0.154296875,0.19921875,0.234375,0.173828125,0.23828125
1295,0.138671875,0.205078125,0.244140625,0.162109375,0.25
1296,0.134765625,0.208984375,0.24609375,0.16015625,0.25
1297,0.14453125,0.20703125,0.23828125,0.16796875,0.2421875
1298,0.15625,0.201171875,0.228515625,0.181640625,0.232421875
1299,0.16796875,0.1953125,0.21875,0.193359375,0.224609375
1300,0.171875,0.189453125,0.216796875,0.201171875,0.220703125
1301,0.173828125,0.177734375,0.220703125,0.208984375,0.21875
1302,0.16015625,0.16015625,0.234375,0.216796875,0.228515625
1303,0.12109375,0.138671875,0.2578125,0.2265625,0.255859375
1304,0.0625,0.125,0.29296875,0.21875,0.30078125
1305,0.013671875,0.123046875,0.34375,0.169921875,0.349609375
1306,0.01171875,0.13671875,0.3828125,0.078125,0.390625
1307,0.01171875,0.169921875,0.39453125,0.0234375,0.400390625
1308,0.013671875,0.205078125,0.37890625,0.015625,0.38671875
1309,0.064453125,0.216796875,0.330078125,0.0546875,0.333984375
1310,0.109375,0.201171875,0.287109375,0.111328125,0.291015625
1311,0.125,0.171875,0.267578125,0.166015625,0.26953125
1312,0.107421875,0.142578125,0.27734375,0.19140625,0.28125
1313,0.0625,0.125,0.3125,0.18359375,0.31640625
1314,0.013671875,0.123046875,0.37109375,0.1171875,0.375
1315,0.01171875,0.134765625,0.408203125,0.02734375,0.41796875
1316,0.01171875,0.166015625,0.408203125,0.0,0.4140625
1317,0.013671875,0.20703125,0.38671875,0.0,0.392578125
1318,0.076171875,0.234375,0.333984375,0.015625,0.33984375
1319,0.142578125,0.2265625,0.271484375,0.080078125,0.279296875
1320,0.177734375,0.20703125,0.23046875,0.150390625,0.234375
1321,0.18359375,0.1953125,0.216796875,0.181640625,0.22265625
1322,0.18359375,0.18359375,0.21484375,0.197265625,0.220703125
1323,0.177734375,0.1640625,0.22265625,0.205078125,0.23046875
1324,0.14453125,0.140625,0.248046875,0.212890625,0.25390625
1325,0.076171875,0.126953125,0.294921875,0.19921875,0.302734375
1326,0.021484375,0.126953125,0.359375,0.125,0.3671875
1327,0.01171875,0.142578125,0.404296875,0.03125,0.41015625
1328,0.01171875,0.17578125,0.40234375,0.0,0.41015625
1329,0.0234375,0.21875,0.375,0.0,0.3828125
1330,0.0859375,0.2421875,0.3203125,0.0234375,0.328125
1331,0.15234375,0.232421875,0.2578125,0.091796875,0.265625
1332,0.1796875,0.212890625,0.224609375,0.15234375,0.23046875
1333,0.1875,0.205078125,0.2109375,0.181640625,0.21484375
1334,0.19140625,0.201171875,0.205078125,0.19140625,0.2109375
1335,0.1953125,0.201171875,0.203125,0.193359375,0.20703125
1336,0.1953125,0.19921875,0.203125,0.1953125,0.20703125
1337,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1338,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1339,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1340,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1341,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1342,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1343,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1344,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1345,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1346,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1347,0.1953125,0.19921875,0.201171875,0.1953125,0.208984375
1348,0.1953125,0.19921875,0.203125,0.1953125,0.20703125
1349,0.1953125,0.19921875,0.203125,0.1953125,0.20703125
1350,0.193359375,0.197265625,0.203125,0.1953125,0.2109375
1351,0.189453125,0.1953125,0.20703125,0.1953125,0.212890625
1352,0.181640625,0.19140625,0.212890625,0.1953125,0.21875
1353,0.171875,0.185546875,0.224609375,0.189453125,0.228515625
1354,0.14453125,0.18359375,0.24609375,0.171875,0.25390625
1355,0.10546875,0.193359375,0.279296875,0.138671875,0.283203125
1356,0.078125,0.208984375,0.3046875,0.099609375,0.30859375
1357,0.078125,0.22265625,0.302734375,0.08984375,0.306640625
1358,0.09765625,0.22265625,0.27734375,0.1171875,0.28515625
1359,0.1328125,0.21484375,0.24609375,0.154296875,0.251953125
1360,0.16015625,0.203125,0.2265625,0.1796875,0.23046875
1361,0.173828125,0.19140625,0.216796875,0.1953125,0.22265625
1362,0.177734375,0.177734375,0.21875,0.203125,0.22265625
1363,0.169921875,0.15234375,0.228515625,0.212890625,0.236328125
1364,0.1328125,0.125,0.255859375,0.22265625,0.263671875
1365,0.072265625,0.10546875,0.302734375,0.212890625,0.306640625
1366,0.017578125,0.09765625,0.369140625,0.140625,0.375
1367,0.01171875,0.111328125,0.416015625,0.037109375,0.423828125
1368,0.01171875,0.142578125,0.419921875,0.0,0.42578125
1369,0.01171875,0.18359375,0.3984375,0.0,0.40625
1370,0.0546875,0.208984375,0.359375,0.0078125,0.369140625
1371,0.09765625,0.197265625,0.3125,0.076171875,0.31640625
1372,0.109375,0.162109375,0.28515625,0.150390625,0.29296875
1373,0.091796875,0.130859375,0.29296875,0.1875,0.296875
1374,0.05078125,0.10546875,0.32421875,0.189453125,0.330078125
1375,0.01171875,0.095703125,0.375,0.138671875,0.37890625
1376,0.01171875,0.10546875,0.40625,0.064453125,0.412109375
1377,0.01171875,0.142578125,0.408203125,0.013671875,0.423828125
1378,0.013671875,0.193359375,0.37109375,0.015625,0.40625
1379,0.076171875,0.2265625,0.302734375,0.05859375,0.3359375
1380,0.138671875,0.220703125,0.25390625,0.119140625,0.267578125
1381,0.173828125,0.205078125,0.224609375,0.1640625,0.232421875
1382,0.181640625,0.1953125,0.21484375,0.1875,0.220703125
1383,0.18359375,0.181640625,0.21484375,0.19921875,0.220703125
1384,0.177734375,0.15625,0.2265625,0.208984375,0.23046875
1385,0.146484375,0.125,0.251953125,0.216796875,0.259765625
1386,0.078125,0.107421875,0.30078125,0.205078125,0.30859375
1387,0.0234375,0.099609375,0.37109375,0.12890625,0.376953125
1388,0.01171875,0.11328125,0.412109375,0.033203125,0.4296875
1389,0.01171875,0.15234375,0.404296875,0.0,0.431640625
1390,0.025390625,0.197265625,0.375,0.0,0.40234375
1391,0.087890625,0.23046875,0.322265625,0.025390625,0.333984375
1392,0.154296875,0.228515625,0.259765625,0.08984375,0.267578125
1393,0.1796875,0.212890625,0.22265625,0.154296875,0.23046875
1394,0.1875,0.205078125,0.2109375,0.181640625,0.21484375
1395,0.19140625,0.201171875,0.205078125,0.19140625,0.2109375
1396,0.1953125,0.201171875,0.203125,0.193359375,0.20703125
